Dışa Aktarım Tarihi:,21.08.2026 08:51:06
Toplam Kayıt Sayısı:,1057

Fon Kodu,Fon Adı,Şemsiye Fon Türü,Fonun Risk Değeri,1 Ay (%),3 Ay (%),6 Ay (%),Yılbaşından İtibaren (%),1 Yıl (%),3 Yıl (%),5 Yıl (%)
YPF,YAPI KREDİ PORTFÖY ALFA SERBEST FON,Serbest Şemsiye Fonu,5,"5,4107","10,2644","23,1715","35,2646","56,4603","160,0356","358,1558"
YPK,YAPI KREDİ PORTFÖY GALATA SERBEST FON,Serbest Şemsiye Fonu,5,"4,5667","11,3976","6,3942","5,5777","22,3651","143,1792","508,0985"
YPL,YAPI KREDİ PORTFÖY BALAT SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,1411","7,1969","10,7845","14,3796","24,6297","118,257","638,9484"
YPR,AZİMUT PORTFÖY YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"2,275","5,2669","9,383","31,8133","40,1311","",""
YPV,YAPI KREDİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
YSA,YAPI KREDİ PORTFÖY SUADİYE SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,8451","4,6511","13,2128","15,1792","","",""
YSH,YAPI KREDİ PORTFÖY BÜYÜK ÖLÇEKLİ ŞİRKETLER DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"5,2572","","","","","",""
YSL,YAPI KREDİ PORTFÖY KAR PAYI ÖDEYEN KİRA SERTİFİKALARI KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","1,9993","3,2593","6,8549","5,9638","12,9702","63,0647",""
YSO,YAPI KREDİ PORTFÖY SAĞLIK SEKTÖRÜ SERBEST FON,Serbest Şemsiye Fonu,6,"9,4247","29,2638","28,2112","34,6453","51,4884","",""
YSU,YAPI KREDİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,4,"3,6353","9,5335","11,4297","20,0197","34,5869","165,5733","636,4015"
YTD,YAPI KREDİ PORTFÖY YABANCI FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
YTV,YAPI KREDİ PORTFÖY TARIM DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"1,8198","9,3951","11,1491","32,3583","37,0141","124,6846",""
YTY,YAPI KREDİ PORTFÖY TARABYA SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,"","4,1859","6,7664","10,2921","13,0595","20,6325","",""
YUB,YAPI KREDİ PORTFÖY KARAKÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"4,1375","3,4968","0,2697","24,0353","21,7357","103,6391",""
YUI,YAPI KREDİ PORTFÖY BEYKOZ SERBEST FON,Serbest Şemsiye Fonu,6,"2,698","6,1861","0,2371","23,4656","30,0955","",""
YUN,YAPI KREDİ PORTFÖY İSTİNYE SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,0433","6,8411","11,174","15,032","24,5322","106,4988",""
YVB,YAPI KREDİ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,5,"4,166","11,2727","4,74","6,3969","25,0063","",""
YVG,YAPI KREDİ PORTFÖY SARIYER SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,"","4,1936","6,8941","10,3475","13,1697","20,8496","112,1948",""
YZC,YAPI KREDİ PORTFÖY FİNTECH VE BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"6,2817","9,0331","37,4872","42,3082","56,6367","340,504",""
YZG,YAPI KREDİ PORTFÖY GÜMÜŞ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,7,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
YZH,TEB PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),Hisse Senedi Şemsiye Fonu,7,"-1,5596","-4,5588","-19,8894","-2,8288","-0,259","135,349","1158,3819"
YZK,YAPI KREDİ PORTFÖY KALAMIŞ SERBEST FON,Serbest Şemsiye Fonu,5,"1,8311","6,2754","8,5512","11,353","23,9313","123,5259","527,8763"
YZT,AK PORTFÖY YAPAY ZEKA TEKNOLOJİLERİ ŞİRKETLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,3,"10,8279","","","","","",""
ZBD,ZİRAAT PORTFÖY DENGELİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"1,4275","3,5766","5,6574","14,7318","22,999","113,2917","542,5454"
ZBI,ZİRAAT PORTFÖY TEMKİNLİ KATILIM FONU,Katılım Şemsiye Fonu,3,"3,536","9,4807","18,8625","28,047","45,4182","",""
ZBJ,ZİRAAT PORTFÖY BAŞAK PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,1,"3,4411","10,4891","21,2315","27,8165","47,7533","260,4265",""
ZBO,ZİRAAT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,5,"0,8608","8,7486","14,0086","20,4283","21,2438","126,7796",""
ZCD,ZİRAAT PORTFÖY ALTINCI SERBEST (TL) FON,Serbest Şemsiye Fonu,6,"3,5343","10,8461","1,178","10,7195","17,5611","221,8411",""
ZCK,ZİRAAT PORTFÖY AGRESİF KATILIM FONU,Katılım Şemsiye Fonu,4,"4,9397","8,7449","19,5543","36,25","40,5544","",""
ZCN,ZİRAAT PORTFÖY EMTİA FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"7,9506","2,062","12,4196","22,6446","52,5977","175,2208",""
ZDD,ZİRAAT PORTFÖY TEMKİNLİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,4,"3,449","8,3667","15,0402","22,4437","38,8943","205,2828","497,8749"
ZDZ,ZİRAAT PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"-3,7655","1,0309","5,0846","7,5139","-1,4835","79,0967","872,1753"
ZFB,AK PORTFÖY FİNTEK VE BLOKZİNCİRİ TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"3,5284","1,9851","25,4069","32,1841","52,0221","356,3164",""
ZHH,ZİRAAT PORTFÖY HALKBANK SÜRDÜRÜLEBİLİRLİK 30 ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,5,"2,1171","5,1505","2,2435","23,4352","24,6187","",""
ZIH,ZİRAAT PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"","","","","","",""
ZJB,ZİRAAT PORTFÖY BİRİNCİ SERBEST (TL) FON,Serbest Şemsiye Fonu,7,"6,1463","1,9626","-13,11","-16,4531","-20,1799","237,0129","953,1758"
ZJI,ZİRAAT PORTFÖY İKİNCİ SERBEST (TL) FON,Serbest Şemsiye Fonu,7,"5,2312","0,5362","-13,4976","-16,5143","-20,8351","248,2016","990,3138"
ZJL,ZİRAAT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-1,504","4,5119","8,2925","18,5746","31,5942","167,4737","1374,4481"
ZJV,ZİRAAT PORTFÖY BIST 30 DIŞI YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-1,0617","-0,5405","-0,5399","14,3103","21,228","98,9772","963,4946"
ZLH,ZİRAAT PORTFÖY BIST 100-30 ŞİRKETLERİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-1,945","0,8186","-0,0039","11,8103","22,9626","88,741",""
ZMT,AZİMUT PORTFÖY 22.0 SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,"","4,2474","8,0434","10,8786","14,5349","22,855","",""
ZMY,ZİRAAT PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"5,3646","2,2085","18,6495","15,5081","22,7152","204,4732",""
ZP6,ZİRAAT PORTFÖY SEDEF KATILIM SERBEST (DÖVİZ - AMERİKAN DOLARI) FON,Serbest Şemsiye Fonu,5,"1,9747","6,1039","10,9591","13,6832","21,2485","102,8122",""
ZP8,ZİRAAT PORTFÖY KEHRİBAR PARA PİYASASI KATILIM SERBEST (TL) FON,Serbest Şemsiye Fonu,2,"3,3321","10,2947","20,7469","27,1032","46,5443","245,319",""
ZP9,ZİRAAT PORTFÖY AKİK KATILIM SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,6,"4,1645","6,608","9,8676","12,4453","19,4794","102,1331",""
ZPA,ZİRAAT PORTFÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,6,"2,035","6,3803","10,9169","13,9322","22,1652","113,5381","687,7277"
ZPC,ZİRAAT PORTFÖY FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,5,"2,5356","5,662","6,29","15,1257","23,3376","128,5543","715,8548"
ZPE,ZİRAAT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"3,3952","7,303","14,8231","32,4147","38,2829","127,5335","1052,0771"
ZPF,ZİRAAT PORTFÖY KATILIM FONU (DÖVİZ),Katılım Şemsiye Fonu,6,"2,0916","6,3023","10,9275","13,7283","23,7293","124,714","589,2437"
ZPG,ZİRAAT PORTFÖY KİRA SERTİFİKALARI (SUKUK) KATILIM FONU,Katılım Şemsiye Fonu,2,"3,0139","9,3446","18,396","23,8987","41,7711","206,1278","406,4086"
ZPO,ZİRAAT PORTFÖY PARA PİYASASI KATILIM FONU,Katılım Şemsiye Fonu,"","3,5187","","","","","",""
ZPR,ZİRAAT PORTFÖY PARA PİYASASI SERBEST FON,Serbest Şemsiye Fonu,2,"3,4391","10,5506","21,0392","27,5968","48,1689","",""
ZSF,ZİRAAT PORTFÖY S&P/OIC COMCEC (İSEDAK) 50 SHARİAH ŞİRKETLERİ YABANCI HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,6,"3,48","5,2623","-2,8311","6,2478","6,6808","95,6787",""
ZSG,ZİRAAT PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"2,6728","2,6335","10,9608","24,3179","37,2575","155,5351",""
ZTG,ZİRAAT PORTFÖY TARIM VE GIDA FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,5,"2,5719","10,1376","16,922","25,7512","30,2434","",""
ZTV,ZİRAAT PORTFÖY TÜRKİYE VARLIK FONU İŞTİRAKLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"","","","","","","",""
ZVO,ZİRAAT PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,Serbest Şemsiye Fonu,7,"-8,6742","3,4628","-1,8738","-17,2544","-17,1985","53,7549",""
