Dışa Aktarım Tarihi:,21.08.2026 08:51:16
Toplam Kayıt Sayısı:,1057

Fon Kodu,Fon Adı,Şemsiye Fon Türü,İlk Portföy Büyüklüğü,Son Portföy Büyüklüğü,Portföy Büyüklüğü Değişimi (%),Tedavüldeki İlk Pay Adedi,Tedavüldeki Son Pay Adedi,Pay Adedi Değişimi (%),Getiri Oranı (%)
SNY,ATLAS PORTFÖY SANAYİ SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"551116442,39","522264090,12","-5,24","362486203,00","347115089,00","-4,24","-1,04"
SOS,HEDEF PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,Değişken Fon,"18114114,28","22343111,75","23,35","11869963,00","13132676,00","10,64","11,49"
SPE,AZIMUT PORTFÖY 5.0 SERBEST (DÖVIZ) FON,Serbest Fon,"4380820559,33","4112160190,95","-6,13","41458819,00","38003054,00","-8,34","2,40"
SPN,AZİMUT PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"1841438245,22","1526393205,46","-17,11","189300857,00","152563912,00","-19,41","2,85"
SPP,SPARTA PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"526032547,57","569928840,69","8,34","340817155,00","356779989,00","4,68","3,50"
SPR,BV PORTFÖY SPOR ENDÜSTRİSİ DEĞİŞKEN FON,Değişken Fon,"10107792,21","8835791,06","-12,58","7490888,00","6590860,00","-12,01","-0,65"
SPT,AKTİF PORTFÖY KATILIM FON SEPETİ FONU,Fon Sepeti Fonu,"101055434,05","94782588,73","-6,21","48662455,00","43265213,00","-11,09","5,49"
SRL,PARDUS PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"463817536,55","90930076,75","-80,4","267537272,00","51145473,00","-80,88","2,55"
SSK,DENİZ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,Değişken Fon,"44606910,69","49671413,73","11,35","26762469,00","27803746,00","3,89","7,18"
SSS,YAPI KREDİ PORTFÖY SAVUNMA SANAYİİ ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"276285100,24","261734940,46","-5,27","192960029,00","181856628,00","-5,75","0,52"
ST1,STRATEJİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"649928663,87","650913243,76","0,15","3497645,66","3448015,66","-1,42","1,59"
STI,ATLAS PORTFÖY SENTİMENT SERBEST FON,Serbest Fon,"176909890,32","183451770,47","3,7","145288195,00","144484522,00","-0,55","4,27"
SUA,ÜNLÜ PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Fon,"2390175850,75","2243763584,14","-6,13","4167187001,00","3770425796,00","-9,52","3,75"
SUB,ÜNLÜ PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Fon,"112347973,51","109890382,29","-2,19","285959545,00","277972101,00","-2,79","0,62"
SUC,ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON,Değişken Fon,"530562200,38","587597560,61","10,75","24563541,00","25871819,00","5,33","5,15"
SUR,EMAA BLUE PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"214498148,11","215786207,13","0,6","187668042,00","187692307,00","0,01","0,59"
SVB,STRATEJİ PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Fon,"259235663,25","249799778,15","-3,64","27751209,00","26555639,00","-4,31","0,70"
TAL,ATLAS PORTFÖY ALTIN KATILIM FONU,Altın Ve Diğer Kıymetli Madenler Fonu,"32066085,96","35820612,91","11,71","12926230,00","12744840,00","-1,4","13,30"
TAR,AK PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"138802300,77","133996437,18","-3,46","54317400,00","52001686,00","-4,26","0,84"
TAU,İŞ PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"2346632581,76","2331160998,10","-0,66","3789381100,00","3809632382,00","0,53","-1,19"
TBT,TEB PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"389192998,26","382101545,21","-1,82","7576291,52","7131238,52","-5,87","4,31"
TBV,İŞ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Fonu,"1172553690,40","1233556153,23","5,2","2952653847,00","3005286026,00","1,78","3,36"
TCA,ZİRAAT PORTFÖY ALTIN KATILIM FONU,Katılım Fonu,"12820910708,97","14176457668,37","10,57","18105538541,44","17749260041,44","-1,97","12,79"
TCB,TACİRLER PORTFÖY PARA PİYASASI FONU,Para Piyasası Fonu,"3336243343,25","3128471921,97","-6,23","14692684904,00","13321186894,00","-9,33","3,43"
TCC,TACİRLER PORTFÖY SERBEST ( DÖVİZ ) FON,Serbest Fon,"412457955,30","475234585,04","15,22","5507435463,00","5862479281,00","6,45","8,24"
TCD,TACİRLER PORTFÖY DEĞIŞKEN FON,Değişken Fon,"1471991272,93","1465318319,60","-0,45","30757405,00","29952012,00","-2,62","2,22"
TCF,TEB PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Fon Sepeti Fonu,"3585455422,95","0,00",-100,"815548727,00","0,00",-100,"-100,00"
TDG,İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"724426705,46","728976323,40","0,63","1394502030,00","1380963531,00","-0,97","1,61"
TE3,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,Değişken Fon,"1159602274,86","1137466850,21","-1,91","29779429,00","27819008,00","-6,58","5,00"
TE4,TEB PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Fon,"2264540142,05","1733187130,46","-23,46","357985197,00","264959625,00","-25,99","3,41"
TEJ,AZİMUT PORTFÖY TEKNOLOJİ FON SEPETİ FONU,Fon Sepeti Fonu,"672537509,31","733511591,20","9,07","258498000,00","265894828,00","2,86","6,03"
TFF,TEB PORTFÖY AMERİKA TEKNOLOJİ YABANCI BYF FON SEPETİ FONU,Yabancı Fon Sepeti Fonu,"1359025595,51","1339268425,73","-1,45","33080530,00","31131965,00","-5,89","4,71"
TFU,İŞ PORTFÖY TÜFEYE ENDEKSLİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Fonu,"556520401,46","476776682,77","-14,33","441080725,00","370660890,00","-15,97","1,95"
TGA,GARANTİ PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Fon,"832897817,59","823294256,39","-1,15","1765700727,00","1710277878,00","-3,14","2,05"
TGE,İŞ PORTFÖY EMTİA YABANCI BYF FON SEPETİ FONU,Yabancı Fon Sepeti Fonu,"3078971992,99","3133435203,47","1,77","11117176787,00","10611125896,00","-4,55","6,62"
TGR,AK PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON,Değişken Fon,"120760559,40","114282735,86","-5,36","18035317,00","16318908,00","-9,52","4,59"
THD,TRIVE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"8880009,99","8712470,27","-1,89","3226620,00","3167644,00","-1,83","-0,06"
THF,TERA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"970788161,21","28574640154,07","2843,45","447751662,00","11215003130,00","2404,74","17,52"
THT,TRİVE PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"6072090,15","8294103,85","36,59","32505514,00","39358816,00","21,08","12,81"
THV,ATA PORTFÖY BARBAROS HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"2837033647,21","0,00",-100,"45097993,00","0,00",-100,"-100,00"
TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"3569804868,65","3391513387,46","-4,99","27960410537,00","26626099351,00","-4,77","-0,23"
TI3,İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"2175346856,95","1990000921,24","-8,52","18558110703,00","17922104086,00","-3,43","-5,27"
TI4,İŞ PORTFÖY TEMKİNLİ DEĞİŞKEN FON,Değişken Fon,"1827822644,15","1948723412,66","6,61","28985648728,00","30039581923,00","3,64","2,87"
TI6,İŞ PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Fonu,"665361227,96","529420621,88","-20,43","12853333142,00","9857018653,00","-23,31","3,76"
TI7,İŞ PORTFÖY DENGELİ DEĞİŞKEN FON,Değişken Fon,"1170911325,27","1181650735,59","0,92","15381834,00","15050882,00","-2,15","3,14"
TIE,İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"1924880112,74","1728158596,70","-10,22","2598992964,00","2274417956,00","-12,49","2,59"
TIL,İŞ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"94353745,07","89985525,96","-4,63","66857813,00","64152956,00","-4,05","-0,61"
TJF,TEB PORTFÖY SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Fonu,"54559062,07","0,00",-100,"10413962,00","0,00",-100,"-100,00"
TJI,TEB PORTFÖY İKİNCİ FON SEPETİ FONU,Fon Sepeti Fonu,"637305320,17","0,00",-100,"102974859,00","0,00",-100,"-100,00"
TJT,TEB PORTFÖY ALTINCI SERBEST (DÖVİZ-AVRO) FON,Serbest Fon,"2263820396,17","2274115119,92","0,45","34242149,00","33046864,00","-3,49","4,09"
TKF,TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"985282135,24","986181288,36","0,09","14522724,00","14289192,00","-1,61","1,73"
TLE,AURA PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"533702171,59","532005082,47","-0,32","19139446,00","18758858,00","-1,99","1,70"
TLH,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"139359897,82","128844982,31","-7,55","4832862,00","4675817,00","-3,25","-4,44"
TLK,AKTİF PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Fonu,"3225559634,18","3601374858,07","11,65","1884914806,00","2037074137,00","8,07","3,31"
TLV,TERA PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Fonu,"3633002894,54","3952452775,63","8,79","2753800355,00","2895332021,00","5,14","3,47"
TLY,TERA PORTFÖY BİRİNCİ SERBEST FON,Serbest Fon,"232632714064,00","280003755377,04","20,36","30973723,00","31584133,00","1,97","18,04"
TLZ,ATA PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"64965989,16","73725784,94","13,48","3387946,00","3662069,00","8,09","4,99"
TMC,İŞ PORTFÖY TEMA DEĞİŞKEN FON,Değişken Fon,"100145835,89","163588884,43","63,35","621698530,00","1004580864,00","61,59","1,09"
TMG,İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU,Hisse Senedi Fonu,"4657386432,35","5007866227,90","7,53","3391570423,00","3462280281,00","2,08","5,33"
TMM,TERA PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,Serbest Fon,"928332571,80","1011458779,00","8,95","13207612,00","13883196,00","5,12","3,65"
TMU,AZİMUT PORTFÖY TEMKİNLİ FON SEPETİ FONU,Fon Sepeti Fonu,"64764030,85","58828850,64","-9,16","46715690,00","41251729,00","-11,7","2,87"
TMZ,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK VE TARIM FON SEPETİ FONU,Fon Sepeti Fonu,"49752812,79","51277623,32","3,06","25733170,00","25810823,00","0,3","2,75"
TND,İŞ PORTFÖY TTF TENİSE DESTEK DEĞİŞKEN FON,Değişken Fon,"172992115,77","191658109,93","10,79","118913263,00","127522568,00","7,24","3,31"
TOT,TEB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"115445355,79","117188273,89","1,51","125132,00","122981,00","-1,72","3,29"
TP2,TERA PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"171839851712,21","203044493374,93","18,16","82423195169,00","93548920565,00","13,5","4,11"
TPC,TEB PORTFÖY KIYMETLİ MADENLER FON SEPETİ FONU,Fon Sepeti Fonu,"5466014447,88","0,00",-100,"462876622,00","0,00",-100,"-100,00"
TPF,TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"130650570,64","123804599,32","-5,24","12179783,00","11178344,00","-8,22","3,25"
TPJ,TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Fon,"2432609867,95","2254595408,44","-7,32","31746638,00","28754987,00","-9,42","2,32"
TPL,TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"494653541,73","0,00",-100,"23833865,01","0,00",-100,"-100,00"
TPP,TEB PORTFÖY PUSULA SERBEST FON,Serbest Fon,"1787746382,09","0,00",-100,"24012000,00","0,00",-100,"-100,00"
TPV,AURA PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Fon,"7575391,10","8070878,88","6,54","711820,00","759789,00","6,74","-0,19"
TPZ,TEB PORTFÖY KİRA SERTİFİKALARI (DÖVİZ) KATILIM FONU,Katılım Fonu,"121230724,70","139296175,86","14,9","4352317,00","4895227,00","12,47","2,16"
TRJ,TERA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Fonu,"1998799000,16","2231259778,85","11,63","959987108,00","1030705088,00","7,37","3,97"
TRO,TRIVE PORTFÖY ALTIN FONU,Altın Ve Diğer Kıymetli Madenler Fonu,"27871357,29","29835909,73","7,05","12100711,00","11582777,00","-4,28","11,84"
TRU,TERA PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Fon,"300432422,56","344652047,62","14,72","203007697,00","227789977,00","12,21","2,24"
TTA,İŞ PORTFÖY ALTIN FONU,Altın Fonu,"24671958910,57","27196913126,18","10,23","43539274347,00","42688092887,00","-1,95","12,43"
TTE,İŞ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"3993766301,55","4116013511,48","3,06","2379465007,00","2328217390,00","-2,15","5,33"
TTL,TACİRLER PORTFÖY KARTOPU SERBEST FON,Serbest Fon,"304796076,13","304137469,26","-0,22","7935302,00","7875478,00","-0,75","0,54"
TTV,TACİRLER PORTFÖY VEGA SERBEST (TL)  FON,Serbest Fon,"2851268303,97","2821850682,99","-1,03","331354403,00","321165670,00","-3,07","2,11"
TUA,TEB PORTFÖY ALTIN FONU,Altın Fonu,"14181076688,68","15653681001,92","10,38","10769907173,21","10499006660,21","-2,52","13,23"
TVE,EMAA BLUE PORTFÖY TARIM VE GIDA SEKTÖRÜ KATILIM FONU,Katılım Fonu,"224552753,81","217346906,44","-3,21","195739096,00","190220191,00","-2,82","-0,40"
TVN,TRIVE PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Fonu,"8078427,41","9936504,60",23,"2896298,00","3383022,00","16,81","5,30"
TYH,TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"1194801693,87","1153080402,67","-3,49","582412840,84","551625336,84","-5,29","1,89"
TZD,ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"673970836,42","675586685,24","0,24","269928199,05","266522999,05","-1,26","1,52"
TZT,ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Fonu,"311581802,05","306781487,17","-1,54","1905405545,04","1819480026,04","-4,51","3,11"
ULH,ÜNLÜ PORTFÖY ONUNCU SERBEST FON,Serbest Fon,"1299153530,39","1266490580,19","-2,51","200069219,00","194926333,00","-2,57","0,06"
UNT,İŞ PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,Serbest Fon,"19798864790,80","20471912755,69","3,4","13076686491,00","13084257180,00","0,06","3,34"
UP1,ÜNLÜ PORTFÖY ALTIN FONU,Altın Ve Diğer Kıymetli Madenler Fonu,"1190556615,84","1411904300,38","18,59","209285547,00","221601346,00","5,88","12,00"
UP2,ÜNLÜ PORTFÖY PARA PİYASASI SERBEST FON,Serbest Fon,"2597055112,69","2695586790,33","3,79","636319387,14","638899381,14","0,41","3,37"
UPD,ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON,Serbest Fon,"2547754740,47","2532221573,45","-0,61","118608616,00","114664347,00","-3,33","2,81"
UPH,ÜNLÜ PORTFÖY HİSSE SENEDİ (TL) FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"268324684,84","179625265,76","-33,06","8786009,00","5899647,00","-32,85","-0,31"
UPP,ÜNLÜ PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"2645612421,64","2502634436,78","-5,4","388893329,00","355799666,00","-8,51","3,39"
URA,ATA PORTFÖY ENERJİ DEĞİŞKEN FON,Değişken Fon,"714144350,89","681243568,17","-4,61","409430223,00","359323921,00","-12,24","8,70"
USY,ÜNLÜ PORTFÖY DEĞER YATIRIMLARI SERBEST FON,Serbest Fon,"1407884559,88","1329954746,14","-5,54","5594981494,00","5097458268,00","-8,89","3,68"
VAY,AK PORTFÖY DEĞER ODAKLI 100 ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"41422064,12","40787770,71","-1,53","26486587,00","26042732,00","-1,68","0,15"
VCY,AK PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"176167122,10","164309419,19","-6,73","51755373,00","47272702,00","-8,66","2,11"
VFK,ZİRAAT PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,Kisa Vadeli Kira Sertifikalari Katilim Fonu,"2945337743,55","3069219051,02","4,21","556260630,00","561659450,00","0,97","3,20"
VFO,V PORTFÖY ALTIN KATILIM FONU,Katılım Fonu,"47250062,76","0,00",-100,"51434117,00","0,00",-100,"-100,00"
VHS,VAKIF KATILIM PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Yoğun,"48217101,15","51410993,82","6,62","47789789,00","51962401,00","8,73","-1,94"
VKK,VAKIF KATILIM PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Katılım Fonu,"46438757,69","65446765,51","40,93","44254519,00","60399848,00","36,48","3,26"
VKV,VAKIF KATILIM PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM FONU,Katılım Fonu,"200429809,93","415975434,49","107,54","190989694,00","383810778,00","100,96","3,28"
VLT,VAKIF KATILIM PORTFÖY ALTIN KATILIM FONU,Katılım Fonu,"52364516,61","63273292,09","20,83","56625935,00","60848949,00","7,46","12,45"
VMV,VEGA PORTFÖY MAVİ SERBEST FON,Serbest Fon,"7332607764,71","7301272308,66","-0,43","2721487142,00","2621240821,00","-3,68","3,38"
VNK,VEGA PORTFÖY ANKA SERBEST FON,Serbest Fon,"4690392611,94","3917456063,74","-16,48","1985442660,00","1607016373,00","-19,06","3,19"
VPA,VAKIF KATILIM PORTFÖY PARA PİYASASI KATILIM FONU,Katılım Fonu,"10157703725,46","8975362533,63","-11,64","9450425837,00","8084230418,00","-14,46","3,29"
VPP,VEGA PORTFÖY PARLA SERBEST (DÖVİZ) FON,Serbest Fon,"1463599473,81","1511180067,05","3,25","28166711,00","28046904,00","-0,43","3,69"
VPS,VEGA PORTFÖY SALUR HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"2820485006,69","1320115157,15","-53,2","2366947015,00","1472437326,00","-37,79","-24,76"
VRK,DENİZ PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Fonu,"49572716,14","47175229,10","-4,84","39014197,00","35436557,00","-9,17","4,77"
YAC,YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU,Fon Sepeti Fonu,"5360351854,66","0,00",-100,"383229713,00","0,00",-100,"-100,00"
YAE,YAPI KREDİ PORTFÖY TLREF'E ENDEKSLİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Fonu,"139694990,28","68753866,59","-50,78","122118634,00","58116208,00","-52,41","3,42"
YAK,YAPI KREDİ PORTFÖY KARMA FON,Karma Fon,"1114343927,66","1128932177,70","1,31","221227015,41","217374797,41","-1,74","3,10"
YAN,YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Fonu,"1822619499,99","0,00",-100,"129511387,00","0,00",-100,"-100,00"
YAS,YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"6568068940,94","6552102675,87","-0,24","453628678,00","436613666,00","-3,75","3,64"
YAY,YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU,Hisse Senedi Fonu,"12897495006,78","13303318692,60","3,15","7328775,00","7243266,00","-1,17","4,36"
YBE,YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"5169890861,47","5041036098,24","-2,49","2861414966,00","2725634922,00","-4,75","2,37"
YBH,YAPI KREDİ PORTFÖY 5-15 YIL VADELİ SERBEST (DÖVİZ) FON,Serbest Fon,"683197456,02","643258429,35","-5,85","12940062,00","11887054,00","-8,14","2,49"
YBR,İŞ PORTFÖY YİRMİBİRİNCİ SERBEST (DÖVİZ) FON,Serbest Fon,"6268603370,22","6193735035,76","-1,19","115517805,00","111427922,00","-3,54","2,43"
YBS,YAPI KREDİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"1924507827,43","2026809488,88","5,32","13661178223,00","13927092283,00","1,95","3,31"
YCK,YAPI KREDİ PORTFÖY CİHANGİR SERBEST FON,Serbest Fon,"436607765,15","422411388,69","-3,25","99006348,00","90097215,00",-9,"6,32"
YCP,YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"988137922,40","956157653,74","-3,24","119530534,00","117173159,00","-1,97","-1,29"
YCY,İSTANBUL PORTFÖY KATILIM FON SEPETİ FONU,Fon Sepeti Fonu,"398271591,35","0,00",-100,"100305617,00","0,00",-100,"-100,00"
YDI,YAPI KREDİ PORTFÖY MODEL PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"1121198275,47","1159960041,79","3,46","2461653919,00","2420844729,00","-1,66","5,20"
YDP,YAPI KREDİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Fon,"365917519,60","378620487,33","3,47","171630894,00","165814446,00","-3,39","7,10"
YEF,YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"1918982717,62","1826129932,87","-4,84","2040898727,01","1862382120,01","-8,75","4,28"
YFV,YAPI KREDİ PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Katılım Fonu,"866500314,85","888984006,70","2,59","8442106082,00","8454274009,00","0,14","2,45"
YGM,YAPI KREDİ PORTFÖY EMTİA SERBEST FON,Serbest Fon,"543483604,52","538000215,45","-1,01","175092520,00","159961649,00","-8,64","8,35"
YHB,YAPI KREDİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"273275293,50","295238650,04","8,04","121000565,00","118711682,00","-1,89","10,12"
YHI,YAPI KREDİ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"60507458,24","58549063,66","-3,24","39525310,00","38907481,00","-1,56","-1,70"
YHK,YAPI KREDİ PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"1527146678,97","1332708196,92","-12,73","747583773,00","630719043,00","-15,63","3,44"
YHP,YAPI KREDİ PORTFÖY KADIKÖY SERBEST FON,Serbest Fon,"1779240367,79","1812533445,60","1,87","400000000,00","390000000,00","-2,5","4,48"
YHS,YAPI KREDİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"3089046442,77","3114393241,63","0,82","120178821,00","115502776,00","-3,89","4,90"
YHT,YAPI KREDİ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Fonu,"1974903851,19","2239503670,13","13,4","4934193297,89","5419133242,89","9,83","3,25"
YHZ,YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"1297301664,41","1535665176,35","18,37","141027653,00","152205995,00","7,93","9,68"
YIK,YAPI KREDİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Fon,"23265885039,32","24104566319,69","3,6","15657445813,00","15694733572,00","0,24","3,36"
YIT,GARANTİ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"2708795260,97","0,00",-100,"1012796456,00","0,00",-100,"-100,00"
YJH,YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU,Değişken Fon,"205056586,57","193734817,26","-5,52","53935029,00","50433799,00","-6,49","1,04"
YJK,YAPI KREDİ PORTFÖY ROBOTİK VE YARI İLETKEN TEKNOLOJİLERİ FON SEPETİ FONU,Fon Sepeti Fonu,"1042668252,64","0,00",-100,"189875304,00","0,00",-100,"-100,00"
YJY,YAPI KREDİ PORTFÖY YENİKÖY SERBEST (DÖVİZ) FON,Serbest Fon,"73811538576,60","77433546922,94","4,91","1299282840,00","1336700096,00","2,88","1,97"
YKS,YAPI KREDİ PORTFÖY İSTANBUL SERBEST FON,Serbest Fon,"381735960,05","596011563,68","56,13","1137134149,00","1714372966,00","50,76","3,56"
YKT,YAPI KREDİ PORTFÖY ALTIN FONU,Altın Fonu,"30893993679,16","34134858352,88","10,49","38620415159,00","37695847325,00","-2,39","13,20"
YLC,ATA PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,Değişken Fon,"84352353,23","75440243,61","-10,57","21615633,00","19028391,00","-11,97","1,59"
